gene_name,p_val_adj
"NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA",0.3074323522377487
GCDH Glutaryl-Coenzyme A dehydrogenase,0.30763736215787024
RNA binding protein Etr-3 mRNA,0.307910862837728
Zinc finger protein mRNA,0.307910862837728
Acid ceramidase mRNA,0.3080712981526261
Herpesvirus entry mediator mRNA,0.3083511056965756
Transportin (TRN) mRNA,0.3085354619860556
"SCA2 Spinocerebellar ataxia 2 (olivopontocerebellar ataxia 2, autosomal dominant)",0.30937482093797153
A28-RGS14p mRNA,0.3094907874902938
Myleoid differentiation primary response protein MyD88 mRNA,0.3094907874902938
Copper transport protein HAH1 (HAH1) mRNA,0.3106737620878933
Zinc finger transcription factor hEZF (EZF) mRNA,0.3109694390731172
"Ataxin-2 related protein mRNA, partial cds",0.3112633586320502
Glutamate pyruvate transaminase (GPT) gene,0.31236411004888
GB DEF = 34 kDa mov34 isologue mRNA,0.31236411004888
Prostaglandin transporter hPGT mRNA,0.31236411004888
MAP kinase kinase MEK5c mRNA,0.31347067410559715
Cytoplasmic antiproteinase 3 (CAP3) mRNA,0.31375625260470197
"Zinc finger protein zfp2 (zf2) mRNA, partial cds",0.31398102844114356
Guanine nucleotide regulatory factor (LFP40) mRNA,0.31488548373922826
PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT,0.3158549079259991
40871 mRNA partial sequence,0.31702539799984486
B7 mRNA,0.31724538062019725
"B-cell receptor associated protein (hBAP) mRNA, partial cds",0.3179152592643783
C3f mRNA,0.3179165062256315
"GB DEF = Alternatively spliced variant C7f (C3f) mRNA, partial 3'UTR",0.3179165062256315
LOT1 mRNA,0.3179165062256315
Ninjurin1 mRNA,0.3192613577556613
GB DEF = Karyopherin beta 3 mRNA,0.3196866204626385
"SM15 gene (human interferon-related protein SM15 (U09585); final exon similar to partial sequence of human EST R48415, but would require alternative splice) extracted from Human cosmid LUCA14",0.3207358703840716
DLX7 Distal-less homeobox 7,0.3207358703840716
SKI V-ski avian sarcoma viral oncogene homolog,0.32077652354622505
Cyclin-selective ubiquitin carrier protein mRNA,0.321559795718047
GTBP DNA G/T mismatch-binding protein,0.3225884093746665
"GB DEF = Dynactin mRNA, partial cds",0.32322877316062426
P97 mRNA,0.32322877316062426
ADP-ribosylation factor-like protein 4 mRNA,0.32395887436110715
Tat interactive protein mRNA,0.3243971739155918
Isopeptidase T-3 (ISOT-3) mRNA,0.32551617344669986
"Mitochondrial RNA polymerase mRNA, nuclear gene encoding mitochondrial protein",0.32551617344669986
Histone stem-loop binding protein (SLBP) mRNA,0.3256042607991307
CHL1 protein,0.3256042607991307
Putative zinc transporter ZnT-3 (ZnT-3) mRNA,0.3267186450683847
FHIT Fragile histidine triad gene product,0.32701554765670504
DsRNA adenosine deaminase DRADA2b (DRADA2b) mRNA,0.32701554765670504
BRCA1-associated RING domain protein (BARD1) mRNA,0.32705212118968197
No cluster in current Unigene and no Genbank entry for U77396 (qualifier U77396_at),0.3270645904264157
O-linked GlcNAc transferase mRNA,0.32743572587224457
Nucleosome assembly protein 2 mRNA,0.3278614887983158
Desmosome associated protein pinin mRNA,0.3278614887983158
Pim-2 protooncogene homolog pim-2h mRNA,0.3278614887983158
"KAI1 Kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))",0.3278614887983158
"MOP5 mRNA, partial cds",0.3278614887983158
"L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK), alpha-D-galactosidase A (GLA), L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes",0.3278614887983158
Placental bikunin mRNA,0.3278614887983158
GTP cyclohydrolase I feedback regulatory protein gene,0.3278614887983158
Immunophilin homolog ARA9 mRNA,0.3278614887983158
"Gu binding protein mRNA, partial cds",0.32787218831733883
Eukaryotic translation initiation factor (eIF3) mRNA,0.32916402031186204
Cisplatin resistance associated alpha protein (hCRA alpha) mRNA,0.33036206283904235
"68 kDa type I phosphatidylinositol-4-phosphate 5-kinase alpha mRNA, clone PIP5KIa1",0.33046166076761546
TNF receptor associated factor 6 (TRAF6) mRNA,0.33115817006093995
OPCML Opioid-binding cell adhesion molecule,0.3312100357277378
Clone 23679 mRNA,0.3324586306889927
Clone 23693 mRNA sequence,0.33326269983516693
"X11 protein mRNA, partial cds",0.33326269983516693
Clone 23945 mRNA,0.33326269983516693
Clone 23745 mRNA,0.3333441663254634
DHPS Deoxyhypusine synthase,0.3342146343178182
Clone 23614 mRNA sequence,0.3342146343178182
Clone 23627 mRNA,0.3344106362513912
"Clone 23707 mRNA, partial cds",0.33453019181908894
Clone 23933 mRNA sequence,0.33453019181908894
Clone 23733 mRNA,0.334592186183822
"Clone 23947 mRNA, partial cds",0.33473901270839085
GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE,0.33498610188474964
Clone 23867 mRNA sequence,0.3355289730606983
Clone 23721 mRNA sequence,0.33609447150837457
Clone 23882 mRNA,0.33609447150837457
Endonuclease III homolog mRNA,0.33609447150837457
A33 antigen precursor mRNA,0.3361675770554829
"Smn gene (survival motor neuron protein SMN) extracted from Human basic transcription factor 2 p44 (btf2p44) gene, partial cds, neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes",0.3364358307762449
GB DEF = Tip associating protein (TAP) mRNA,0.33684956351936346
Transcription factor SIM2 long form mRNA,0.337858698798695
"SNRPN mRNA, 3' UTR, partial sequence",0.3388228235676864
P76 mRNA,0.3389052998055099
Placental equilibrative nucleoside transporter 1 (hENT1) mRNA,0.3389052998055099
CaM kinase II isoform mRNA,0.3389052998055099
Hypothetical protein A4 mRNA,0.3389052998055099
Homeodomain protein HOXB13 mRNA,0.339435517351615
"Paired-like homeodomain protein PRX-2 mRNA, partial cds",0.33950221839916517
GRAVIN,0.33982347708330574
Phosphatidylinositol 4-kinase,0.3400354362492209
Heme A: farnesyltransferase (COX10) gene promoter region and,0.3401608547221317
Frizzled homolog (FZD3) mRNA,0.3401608547221317
Immunoglobulin-like transcript 1 mRNA,0.3401932523672613
"GB DEF = Unknown protein mRNA, partial cds",0.3401932523672613
"GB DEF = Unknown protein mRNA, partial cds",0.3404312325841463
DNA-binding protein ABP/ZF mRNA,0.3404666899408666
"HSP1-A gene extracted from Homo sapiens cosmids Qc14E2, Qc12H12, Qc11F9, Qc10G9, LA1733 and Qc17B8 from Xq28, complete sequence",0.3404666899408666
GB DEF = Homeodomain protein HoxA9 mRNA,0.34093294286823556
"Non-lens beta gamma-crystallin like protein (AIM1) mRNA, partial cds",0.34177016646634917
Post-synaptic density protein 95 (PSD95) mRNA,0.341969783187909
Copine I mRNA,0.34221920008073575
"GCP-2 gene (granulocyte chemotactic protein-2) extracted from Human line-1 reverse transcriptase gene, partial cds, and granulocyte chemotactic protein-2 (GCP-2) gene",0.3426528052907961
Scaffold protein Pbp1 mRNA,0.34388155998915027
"GB DEF = HIV-1 Nef interacting protein (Nip7-1) mRNA, partial cds",0.34471046032026414
YF5 mRNA,0.34610738162727533
mRNA export protein Rae1 (RAE1) mRNA,0.34610738162727533
Phosphatidylinositol-4-phosphate 5-kinase type II beta mRNA,0.34723082482608636
Snk interacting protein 2-28 mRNA,0.3475024331419791
Myeloid progenitor inhibitory factor-1 MPIF-1 mRNA,0.3476931539451736
"Clone IMAGE:35527 unknown protein mRNA, partial cds",0.3479083146581185
"GB DEF = Hyaluronan synthase 3 (HAS3) gene, partial cds",0.3481640130085404
Nucleolar protein p40 mRNA,0.3484801471215622
"Clone IMAGE:30008 unknown protein mRNA, partial cds",0.3484801471215622
"GB DEF = NAD+-isocitrate dehydrogenase mRNA, partial cds",0.3484801471215622
"DNA binding protein homolog (DRIL) mRNA, partial cds",0.34961342206316987
ATP binding cassette transporter (ABCR) mRNA,0.34987659320768066
HEM45 mRNA,0.34987659320768066
Polyhomeotic 2 homolog (HPH2) mRNA,0.3508644991599872
"Unknown gene extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence",0.3508644991599872
"RAGE gene (receptor for advanced glycosylation end products) extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence",0.35154637226536484
"Unknown gene extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence",0.35161408615750805
"Unknown gene extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence",0.35409015604027816
"Clone cRT16 CREB-binding protein mRNA, partial cds",0.354226867577561
Hlark mRNA,0.354226867577561
Casein kinase I gamma 2 mRNA,0.35480008362503934
"GB DEF = Iroquois-class homeodomain protein IRX-4 mRNA, partial cds",0.35535270726501905
Nuclear RNA helicase,0.3555562271251734
Ro/SSA ribonucleoprotein homolog (RoRet) mRNA,0.3558413308356907
Non-histone chromosomal protein (NHC) mRNA,0.3561341885008622
Butyrophilin (BTF2) mRNA,0.3566154602754513
Histone 2A-like protein (H2A/l) mRNA,0.3567296933859464
"Embryonic ectoderm development protein homolog (eed) mRNA, partial cds",0.35678530162420846
LIM domain protein CLP-36 mRNA,0.3583317660448462
Clone 23773 mRNA sequence,0.3583964918269
Clone 23907 mRNA sequence,0.3583964918269
Clone 23722 mRNA sequence,0.3583964918269
Clone 23652 mRNA sequence,0.35851529927349224
Clone 23815 mRNA sequence,0.360184669487119
Clone 23654 mRNA sequence,0.36051821750610213
Acyl-CoA thioester hydrolase mRNA,0.3606779065919638
GB DEF = Chromosome 12p15 BAC clone CIT987SK-99D8 complete sequence,0.361192146136476
AP-3 complex delta subunit mRNA,0.361192146136476
AP-3 complex beta3A subunit mRNA,0.361192146136476
Clathrin coat assembly protein-like,0.362811002614367
DNA fragmentation factor-45 mRNA,0.36361620591398813
Clone 121711 defective mariner transposon Hsmar2 mRNA sequence,0.36407825588635506
Mutated in multiple advanced cancers protein (MMAC1) mRNA,0.36407825588635506
Protease-activated receptor 3 (PAR3) mRNA,0.3647970384368725
GB DEF = SLP-76 associated protein mRNA,0.365674633403939
Nuclear chloride ion channel protein (NCC27) mRNA,0.3659220924302933
MEN1 gene (menin) extracted from Human menin (MEN1) gene,0.3659986483452199
"Autoantigen DFS70 mRNA, partial cds",0.3659986483452199
"NADH:ubiquinone oxidoreductase MLRQ subunit mRNA",0.36618398092516175
Uncoupling protein homolog (UCPH) mRNA,0.3675589873153771
Multispanning membrane protein mRNA,0.3675589873153771
Translation initiation factor 3 47 kDa subunit mRNA,0.3683937605246973
D9 splice variant A mRNA,0.3688477117103445
"Unknown protein mRNA, partial cds",0.36899481835935594
362G6.1 gene (unknown protein CIT987SK_362G6_1) extracted from Human chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence,0.36940090226317135
362G6.2 gene extracted from Human chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence,0.36940090226317135
Sarcolipin (SLN) mRNA,0.3697637979664752
"GB DEF = Nedd-4-like ubiquitin-protein ligase WWP1 mRNA, partial cds",0.3698744545948191
2A8.3 gene (hereditary multiple exostoses gene isolog) extracted from Human chromosome 8 BAC clone CIT987SK-2A8 complete sequence,0.36987998295497676
Sin3 associated polypeptide p18 (SAP18) mRNA,0.3715806704239806
Dihydropyrimidinase related protein-2,0.37208616623353546
"GB DEF = Immunoglobulin mu, part of exon 8",0.37333817828573884
PGK1 Phosphoglycerate kinase 1,0.37397571301347476
Cellular oncogene c-fos (complete sequence),0.37502975158408897
"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR ALPHA CHAIN PRECURSOR",0.3756846464199667
"TFRC Transferrin receptor (p90, CD71)",0.37576987823312363
APOC3 Apolipoprotein C-III,0.37576987823312363
ASS Argininosuccinate synthetase,0.37714970095647876
GB DEF = Gene fragment for the acetylcholine receptor gamma subunit precursor (exons 1 and 2),0.37714970095647876
LDHA Lactate dehydrogenase A,0.377554898818568
SOD1 Superoxide dismutase 1 (Cu/Zn),0.3778070964240926
INP10 Interferon (gamma)-induced cell line; protein 10 from,0.37789163917346297
GB DEF = Bcr (breakpoint cluster region) gene in Philadelphia chromosome,0.3785987524260381
OIAS (2'-5') oligoadenylate synthetase,0.3785987524260381
TNF Tumor necrosis factor,0.3785987524260381
GB DEF = Int-1 mammary oncogene,0.3785987524260381
HLA-SB alpha gene (class II antigen) extracted from Human HLA-SB(DP) alpha gene,0.3791569448755909
HISTONE H1',0.3795137779595724
RAF1 V-raf-1 murine leukemia viral oncogene homolog 1,0.3795137779595724
G-CSF protein gene extracted from Human gene for granulocyte colony-stimulating factor (G-CSF),0.3795137779595724
GB DEF = T-cell antigen receptor gene T3-delta,0.3795137779595724
CYBB Chronic granulomatous disease,0.37988073524469235
"Catalase (EC 1.11.1.6) 5'flank and exon 1 mapping to chromosome 11, band p13 (and joined CDS)",0.37988073524469235
"CAPN4 Calpain, small polypeptide",0.380167306954959
"CD3G CD3G antigen, gamma polypeptide (TiT3 complex)",0.3815073350274177
Skeletal muscle 1.3 kb mRNA for tropomyosin,0.3840209927929125
"BPGM 2,3-bisphosphoglycerate mutase",0.38441115158950556
"CALPAIN 1, LARGE",0.38635507918089657
CD5 CD5 antigen (p56-62),0.3872339222741879
"GSN Gelsolin (amyloidosis, Finnish type)",0.38756556598661757
"IL1B Interleukin 1, beta",0.38814484084372186
"GNAI2 Guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",0.38976607691357473
Aldolase C gene,0.3900560407814002
TPM4 Tropomyosin 4 (fibroblast),0.3904195431087756
OX-2 MEMBRANE GLYCOPROTEIN PRECURSOR,0.39121760207701767
"ALDH2 Aldehyde dehydrogenase 2, mitochondrial",0.39145042494474847
ANX1 Annexin I (lipocortin I),0.39145042494474847
"ITGA5 Integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",0.39235275311637174
MITOCHONDRIAL 60S RIBOSOMAL PROTEIN L3,0.3936273905313695
GB DEF = Theta 1-globin gene,0.3936273905313695
Receptor of retinoic acid,0.3939388642228586
DNA polymerase alpha-subunit,0.3946064828210871
HMOX1 Heme oxygenase (decycling) 1,0.39625539505209184
"(clones lambda-hPKC-beta[15,802]) protein kinase C-beta-1 (PRKCB1) mRNA",0.396623524185267
ZINC FINGER PROTEIN HF.12,0.396623524185267
NUCLEAR TRANSPORT FACTOR 2,0.3974229903072775
PLECKSTRIN,0.3974229903072775
"PRKACA Protein kinase, cAMP-dependent, catalytic, alpha",0.39782835097506797
"SOD2 Superoxide dismutase 2, mitochondrial",0.39816001468897905
"ITGB1 Integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)",0.39879136289410994
PROTEIN PHPS1-2,0.39986274114117487
ALDOA Aldolase A,0.4002120442219177
CTSL Cathepsin L,0.4002120442219177
CCAAT BOX-BINDING TRANSCRIPTION FACTOR 1,0.40031237355991733
SRP19 Signal recognition particle 19 kD protein,0.40031237355991733
COX6C Cytochrome c oxidase subunit VIc,0.40239027448262166
MYBL2 V-myb avian myeloblastosis viral oncogene homolog-like 2,0.4027936198133825
CD14 CD14 antigen,0.4044599228818484
T-CELL SURFACE GLYCOPROTEIN CD8 BETA.3 CHAIN PRECURSOR,0.40566563669012135
U2 SMALL NUCLEAR RIBONUCLEOPROTEIN A',0.40589937372593193
Put. HMG-17 protein gene extracted from Human HMG-17 gene for non-histone chromosomal protein HMG-17,0.4063335977322334
Lactate dehydrogenase B gene exon 1 and 2 (EC 1.1.1.27) (and joined CDS),0.4063437841119105
LCAT Lecithin-cholesterol acyltransferase,0.4069272616063709
9 KD PROTEIN,0.40815366877476683
LIF Leukemia inhibitory factor (cholinergic differentiation factor),0.40956407569462966
RNH Ribonuclease/angiogenin inhibitor,0.41136630617417747
CD37 CD37 antigen,0.4124542870606153
ACBP Arginine carboxypeptidase (carboxypeptidase N),0.4133159627458573
ALPHA-GALACTOSIDASE A PRECURSOR,0.41430858579044993
GB DEF = Bcr-abl mRNA 5' fragment (clone 3c),0.41574266072916993
THBS1 Thrombospondin 1,0.41603732870005417
CRYAA Crystallin alpha-A,0.4162741318039207
ACAA Acetyl-Coenzyme A acyltransferase (peroxisomal 3-oxoacyl-Coenzyme A thiolase),0.41645968103479536
HISTONE H2A.X,0.4169174451724171
GB DEF = CD1 R2 gene for MHC-related antigen,0.4175343035879857
60S RIBOSOMAL PROTEIN L13,0.41789230430152474
TRA1 Homologue of mouse tumor rejection antigen gp96,0.41809523842336277
GB DEF = Natriuretic peptide receptor (ANP-A receptor),0.4194364400417057
Motilin gene exon 2 (and joined CDS),0.4196673176521647
ALDR1 Aldehyde reductase 1 (low Km aldose reductase),0.42000469543381086
PFKL Phosphofructokinase (liver type),0.42000469543381086
COX7A2 Cytochrome c oxidase VIIa subunit (liver specific),0.42005716407075167
CREB1 CAMP responsive element binding protein 1,0.42049508120215406
"COL6A1 Collagen, type VI, alpha 1",0.42049508120215406
"COL6A2 Collagen, type VI, alpha 2",0.4214287934986612
IRF2 Interferon regulatory factor 2,0.42340819645841565
GB DEF = VAV oncogene,0.42353845348100444
MTHFD NAD-dependent methylene tetrahydrofolate dehydrogenase cyclohydrolase,0.42485747079512304
ABL1 V-abl Abelson murine leukemia viral oncogene homolog 1,0.4248903136361678
COX7C Cytochrome c oxidase VIIc subunit,0.4251533675183157
HEMATOPOIETIC LINEAGE CELL SPECIFIC PROTEIN,0.4251533675183157
HOXB2 Homeo box B2,0.4261159321433567
HOXB3 Homeo box B3,0.42700994782375895
FOS-RELATED ANTIGEN 2,0.42713959797213863
CTSH Cathepsin H,0.42788736968067265
"ITGA4 Integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",0.42788736968067265
Homolog of yeast IPP isomerase,0.42788736968067265
"PRG1 Proteoglycan 1, secretory granule",0.43007108003693434
"PACE Paired basic amino acid cleaving enzyme (furin, membrane associated receptor protein)",0.430437998648254
GATA1 Transcription factor Eryf1,0.430465417852878
"NME1 Non-metastatic cells 1, protein (NM23A) expressed in",0.43064033217939984
MYOG Myogenin (myogenic factor 4),0.43116019275451023
VIL2 Villin 2 (ezrin),0.43116019275451023
HSPA6 Heat shock 70kD protein 6 (HSP70B'),0.43264254191851453
ENO2 gene for neuron specific (gamma) enolase,0.43264254191851453
SPI1 Spleen focus forming virus (SFFV) proviral integration oncogene spi1,0.4333525322381891
ARSA Arylsulfatase A,0.43370455438260624
FES Feline sarcoma (Snyder-Theilen) viral (v-fes)/Fujinami avian sarcoma (PRCII) viral (v-fps) oncogene homolog,0.43370455438260624
IL4R Interleukin 4 receptor,0.43370455438260624
"PRKCA Protein kinase C, alpha",0.43370455438260624
EGR1 Early growth response protein 1,0.4337564269137463
"PFKFB1 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1",0.43379053113765864
"RXRA Retinoid X receptor, alpha",0.4363968449611476
"T-COMPLEX PROTEIN 1, ALPHA SUBUNIT",0.4368698454113944
TRANSCRIPTION FACTOR ATF-A AND ATF-A-DELTA,0.4370829880676506
GJA1 Cardiac gap junction protein,0.43791284538291864
MGP Matrix protein gla,0.43791284538291864
FLN1 Filamin 1 (actin-binding protein-280),0.4382058593481154
Integrin alpha 6 (or alpha E) protein gene extracted from Human mRNA for integrin alpha 6,0.4386892918761746
MULTIFUNCTIONAL PROTEIN ADE2,0.43874747853610147
"KAI1 Kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))",0.43874747853610147
LTF Lactotransferrin,0.4411479556602483
GPC1 Glypican 1,0.4414710184125295
Myosin regulatory light chain mRNA,0.4414710184125295
MULTIFUNCTIONAL AMINOACYL-TRNA SYNTHETASE,0.4419843118125835
NKG2-D TYPE II INTEGRAL MEMBRANE PROTEIN,0.4432224635296471
"ITPKA Inositol 1,4,5-trisphosphate 3-kinase A",0.44325510629078224
CKS1 CDC28 protein kinase 1,0.44325510629078224
CKS2 CDC28 protein kinase 2,0.44325510629078224
GAA gene extracted from Human lysosomal alpha-glucosidase gene exon 1,0.4446393505556817
Usf mRNA for late upstream transcription factor,0.44564279975493953
"PRTN3 Proteinase 3 (serine proteinase, neutrophil, Wegener granulomatosis autoantigen)",0.44564279975493953
EUKARYOTIC INITIATION FACTOR 4B,0.4461049580731131
NT5 5' nucleotidase (CD73),0.4464161110131848
ER LUMEN PROTEIN RETAINING RECEPTOR 1,0.4464161110131848
"XIST, coding sequence ""a"" mRNA (locus DXS399E)",0.4464161110131848
MPR46 gene for 46kd mannose 6-phosphate receptor,0.45037618895439785
14-3-3 PROTEIN TAU,0.4518552266312623
"PKM2 Pyruvate kinase, muscle",0.4521840698718649
"CALB2 Calbindin 2, (29kD, calretinin)",0.4521840698718649
HISTONE H1D,0.4526020945486367
"ITPKB Inositol 1,4,5-trisphosphate 3-kinase B",0.4532760997044289
"YWHAB Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",0.45436559711238633
"NME1 Non-metastatic cells 1, protein (NM23A) expressed in",0.45507440242151215
"TAP1 Transporter 1, ABC (ATP binding cassette)",0.455199018889749
PSG11 Pregnancy-specific beta-1 glycoprotein 11,0.455199018889749
Flg-2 gene for fibroblast growth factor receptor,0.455199018889749
"PTPRM Protein tyrosine phosphatase, receptor type, mu polypeptide",0.455199018889749
NUCLEAR PORE GLYCOPROTEIN P62,0.455199018889749
IGHM Immunoglobulin mu,0.455199018889749
CD22 CD22 antigen,0.455199018889749
PROTEASOME IOTA CHAIN,0.455199018889749
TST Thiosulfate sulfurtransferase (rhodanese),0.4556196568940683
GLUL Glutamate-ammonia ligase (glutamine synthase),0.45593406453477103
PRE-B-CELL LEUKEMIA TRANSCRIPTION FACTOR-3,0.4563953279465861
TCF7 Transcription factor 7 (T-cell specific),0.45644800143430575
TRYPTOPHANYL-TRNA SYNTHETASE,0.45644800143430575
EXTRACELLULAR SIGNAL-REGULATED KINASE 1,0.45644800143430575
"ATP5F1 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1",0.45644800143430575
GB DEF = H4/d gene for H4 histone,0.4568261347814439
H4/g gene for H4 histone,0.45697703296905823
CD40 CD40 antigen,0.45852707356117306
AK3 mRNA for adenylate kinase 3,0.45852707356117306
"DPP4 Dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)",0.45852707356117306
TIE Tyrosine kinase with immunoglobulin and epidermal growth factor homology domains,0.45852707356117306
T-CELL DIFFERENTIATION ANTIGEN CD6 PRECURSOR,0.45852707356117306
"T cell receptor, clone IGRA17",0.45852707356117306
TTG-2a gene extracted from Human TTG-2 mRNA for a cysteine rich protein with LIM motif,0.4591606944896366
"BTG1 B-cell translocation gene 1, anti-proliferative",0.4591606944896366
"ARHG Ras homolog gene family, member G (rho G)",0.4591606944896366
LIFR Leukemia inhibitory factor receptor,0.4599176058650218
PROTEASOME ZETA CHAIN,0.4599176058650218
"Rod cG-PDE G gene for 3', 5'-cyclic nucleotide phosphodiesterase",0.45995055825897124
"PTPN6 Protein tyrosine phosphatase, non-receptor type 6",0.46368457186901024
GM2A GM2 ganglioside activator protein,0.46513065954296223
GRN Granulin,0.46513065954296223
CDW52 CDW52 antigen (CAMPATH-1 antigen),0.4654204932436026
"DAGK1 Diacylglycerol kinase, alpha (80kD)",0.4660176360703264
"FCGR2B Fc fragment of IgG, low affinity IIb, receptor for (CD32)",0.4670399945962952
ME491  gene extracted from H.sapiens gene for Me491/CD63 antigen,0.46876569428417875
"CLASS II HISTOCOMPATIBILITY ANTIGEN, M ALPHA CHAIN PRECURSOR",0.46876569428417875
"UDP-GLUCURONOSYLTRANSFERASE 2B10 PRECURSOR, MICROSOMAL",0.4703945292728681
GB DEF = IrlB mRNA,0.4709750813554199
"ATP5D ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",0.4709879574091503
"GTF2E2 General transcription factor TFIIE beta subunit, 34 kD",0.47279087782765244
RPS13 RNA polymerase II polypeptide B (140 kD),0.47279087782765244
TRAMP protein,0.47279087782765244
DNMT DNA methyltransferase,0.47382892220697725
SON SON DNA binding protein,0.47447983675073935
High-sulphur keratin,0.47447983675073935
"GTF2F1 General transcription factor IIF, polypeptide 1 (74kD subunit)",0.47447983675073935
SPLICING FACTOR U2AF 65 KD SUBUNIT,0.4747136627513
DEK PROTEIN,0.47793586764867413
TCF6L1 Transcription factor 6-like 1 (mitochondrial transcription factor 1-like),0.48045033958714406
ATP-citrate lyase,0.48162653516047266
BSG Basigin,0.48162653516047266
ERYTHROCYTE PLASMA MEMBRANE 50 KD GLYCOPROTEIN,0.48162653516047266
RSN Restin (Reed-Steinberg cell-expressed intermediate filament-associated protein),0.481765798692095
S100P S100 calcium-binding protein P,0.4832534647796021
ADENYLOSUCCINATE LYASE,0.4832534647796021
KINESIN HEAVY CHAIN,0.48425227370920726
"DEFA4 Defensin, alpha 4, corticostatin ",0.4848690384656928
SPIB Spi-B transcription factor (Spi-1/PU.1 related),0.4854215307820915
SERINE/THREONINE-PROTEIN KINASE PCTAIRE-1,0.4854215307820915
mRNA PSSALRE for serine/threonine protein kinase,0.48692585639778346
CDK6 Cyclin-dependent kinase 6,0.48875515937800296
"RPL7A Neurotrophic tyrosine kinase, receptor, type 1",0.48891265804999773
"LMP2 gene extracted from H.sapiens genes TAP1, TAP2, LMP2, LMP7 and DOB",0.48891265804999773
"CHRNE Cholinergic receptor, nicotinic, epsilon polypeptide",0.48891265804999773
KAPPA CASEIN PRECURSOR,0.49006423899248225
POSSIBLE GTP-BINDING PROTEIN HSR1,0.49014433970519417
Adenylosuccinate synthetase mRNA,0.49031530868926176
"GUANYLATE CYCLASE SOLUBLE, BETA-1 CHAIN",0.49394164586750783
"GUANYLATE CYCLASE SOLUBLE, ALPHA-3 CHAIN",0.493996728266477
MaTu MN mRNA for p54/58N protein,0.493996728266477
Max gene extracted from H.sapiens max gene,0.493996728266477
EWSR1 Ewing sarcoma breakpoint region 1,0.493996728266477
FGFR1 Basic fibroblast growth factor (bFGF) receptor (shorter form),0.493996728266477
RTS beta protein,0.49420070888006723
MITOTIC KINESIN-LIKE PROTEIN-1,0.4954797786905954
INTERFERON-ALPHA INDUCED 11.5 KD PROTEIN,0.49552518191928147
MC1R Melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor),0.4962946486801963
Tissue specific mRNA,0.49639546302508963
PAGA Proliferation-associated gene A (natural killer-enhancing factor A),0.49642809723876624
"Pantophysin [human, keratinocyte line HaCaT, mRNA, 2106 nt]",0.49712392045755077
Alpha-tubulin mRNA,0.49712392045755077
ADORA2B Adenosine A2b receptor,0.49712392045755077
SP3 Sp3 transcription factor,0.4974248734654465
"Alpha1-antichymotrypsin, exon 1",0.4974300267818292
S-ADENOSYLMETHIONINE SYNTHETASE GAMMA FORM,0.4974300267818292
"ID3 Inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",0.4984606941533535
FARNESYL-DIPHOSPHATE FARNESYLTRANSFERASE,0.49874351772567344
"CD47 CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",0.4992337153994772
"IDH2 Isocitrate dehydrogenase 2 (NADP+), mitochondrial",0.49973192592833066
Rho GDP-dissociation Inhibitor 1,0.5002890924191912
Pax8 mRNA,0.500546153650785
ICAM3 Intercellular adhesion molecule 3,0.5012894967174313
G9a,0.5017902719784334
FLT4 Fms-related tyrosine kinase 4,0.5018446217754701
